role,player_id,player_name,metric,contribution_type,contribution_delta,experiment_008_status
CB,3252,Oussama Haddadi,obv_pass_90,positive,42.36736161705884,not_recalculated_full_population_unavailable
CB,3252,Oussama Haddadi,aerial_ratio,positive,31.92004849787542,not_recalculated_full_population_unavailable
CB,3252,Oussama Haddadi,op_f3_passes_90,positive,30.828900078597293,not_recalculated_full_population_unavailable
CB,3252,Oussama Haddadi,blocks_per_shot,negative,-57.63263838294116,not_recalculated_full_population_unavailable
CB,3252,Oussama Haddadi,clearance_90,negative,-42.24802299832578,not_recalculated_full_population_unavailable
CB,3252,Oussama Haddadi,obv_defensive_action_90,negative,-23.30954254907109,not_recalculated_full_population_unavailable
CB,7378,Yunis Abdelhamid,aerial_ratio,positive,56.0268333097064,not_recalculated_full_population_unavailable
CB,7378,Yunis Abdelhamid,interceptions_90,positive,54.76366437029412,not_recalculated_full_population_unavailable
CB,7378,Yunis Abdelhamid,op_xgbuildup_90,positive,32.592633405155325,not_recalculated_full_population_unavailable
CB,7378,Yunis Abdelhamid,obv_pass_90,negative,-43.9731666902936,not_recalculated_full_population_unavailable
CB,7378,Yunis Abdelhamid,obv_defensive_action_90,negative,-43.9731666902936,not_recalculated_full_population_unavailable
CB,7378,Yunis Abdelhamid,clearance_90,negative,-40.12701284413975,not_recalculated_full_population_unavailable
CB,49760,Adil Rhaili,aerial_ratio,positive,43.99823381118328,not_recalculated_full_population_unavailable
CB,49760,Adil Rhaili,op_xgbuildup_90,positive,29.29379120576637,not_recalculated_full_population_unavailable
CB,49760,Adil Rhaili,op_f3_passes_90,positive,24.76746458041405,not_recalculated_full_population_unavailable
CB,49760,Adil Rhaili,ball_recoveries_90,negative,-39.76996982220084,not_recalculated_full_population_unavailable
CB,49760,Adil Rhaili,obv_defensive_action_90,negative,-30.21566675289362,not_recalculated_full_population_unavailable
CB,49760,Adil Rhaili,interceptions_90,negative,-28.94066221606336,not_recalculated_full_population_unavailable
CB,67700,Badr Banoun,op_f3_passes_90,positive,33.83305757056067,not_recalculated_full_population_unavailable
CB,67700,Badr Banoun,obv_pass_90,positive,28.880330608173765,not_recalculated_full_population_unavailable
CB,67700,Badr Banoun,op_xgbuildup_90,positive,21.016461986127425,not_recalculated_full_population_unavailable
CB,67700,Badr Banoun,clearance_90,negative,-39.2438655063624,not_recalculated_full_population_unavailable
CB,67700,Badr Banoun,aerial_ratio,negative,-16.37916791035287,not_recalculated_full_population_unavailable
CB,67700,Badr Banoun,ball_recoveries_90,negative,-15.577056142668477,not_recalculated_full_population_unavailable
CB,131244,Ismaël Kandouss,aerial_ratio,positive,32.596649855851815,not_recalculated_full_population_unavailable
CB,131244,Ismaël Kandouss,op_f3_passes_90,positive,20.61892478896433,not_recalculated_full_population_unavailable
CB,131244,Ismaël Kandouss,ball_recoveries_90,positive,18.66169110038542,not_recalculated_full_population_unavailable
CB,131244,Ismaël Kandouss,interceptions_90,negative,-31.736846800526287,not_recalculated_full_population_unavailable
CB,131244,Ismaël Kandouss,clearance_90,negative,-21.688767518727992,not_recalculated_full_population_unavailable
CB,131244,Ismaël Kandouss,obv_pass_90,negative,-20.863526250799843,not_recalculated_full_population_unavailable
CB,138871,Karim El Bounagat,clearance_90,positive,11.119491546514446,not_recalculated_full_population_unavailable
CB,138871,Karim El Bounagat,ball_recoveries_90,positive,10.931051312409338,not_recalculated_full_population_unavailable
CB,138871,Karim El Bounagat,aerial_ratio,positive,10.320470693455768,not_recalculated_full_population_unavailable
CB,138871,Karim El Bounagat,interceptions_90,negative,-26.036700911277677,not_recalculated_full_population_unavailable
CB,138871,Karim El Bounagat,op_f3_passes_90,negative,-19.64973922271632,not_recalculated_full_population_unavailable
CB,138871,Karim El Bounagat,op_xgbuildup_90,negative,-1.7542823004178911,not_recalculated_full_population_unavailable
CB,138918,Marwan Louadni,interceptions_90,positive,34.35343134272391,not_recalculated_full_population_unavailable
CB,138918,Marwan Louadni,op_xgbuildup_90,positive,34.35343134272391,not_recalculated_full_population_unavailable
CB,138918,Marwan Louadni,op_f3_passes_90,positive,18.96881595810852,not_recalculated_full_population_unavailable
CB,138918,Marwan Louadni,clearance_90,negative,-38.72349173419917,not_recalculated_full_population_unavailable
CB,138918,Marwan Louadni,obv_defensive_action_90,negative,-26.86463753504495,not_recalculated_full_population_unavailable
CB,138918,Marwan Louadni,aerial_ratio,negative,-7.43355539705054,not_recalculated_full_population_unavailable
CB,138958,Mouad Bahsain,blocks_per_shot,positive,62.84517175163869,not_recalculated_full_population_unavailable
CB,138958,Mouad Bahsain,obv_defensive_action_90,positive,33.70806841347162,not_recalculated_full_population_unavailable
CB,138958,Mouad Bahsain,obv_pass_90,positive,30.43774121992801,not_recalculated_full_population_unavailable
CB,138958,Mouad Bahsain,interceptions_90,negative,-37.15482824836131,not_recalculated_full_population_unavailable
CB,138958,Mouad Bahsain,ball_recoveries_90,negative,-37.15482824836131,not_recalculated_full_population_unavailable
CB,138958,Mouad Bahsain,op_xgbuildup_90,negative,-37.15482824836131,not_recalculated_full_population_unavailable
CB,138998,Abdellah Khafifi,op_xgbuildup_90,positive,32.32008044854997,not_recalculated_full_population_unavailable
CB,138998,Abdellah Khafifi,aerial_ratio,positive,15.428847010726171,not_recalculated_full_population_unavailable
CB,138998,Abdellah Khafifi,interceptions_90,positive,15.173604947146671,not_recalculated_full_population_unavailable
CB,138998,Abdellah Khafifi,blocks_per_shot,negative,-27.554446877627523,not_recalculated_full_population_unavailable
CB,138998,Abdellah Khafifi,obv_defensive_action_90,negative,-25.988935027882416,not_recalculated_full_population_unavailable
CB,138998,Abdellah Khafifi,ball_recoveries_90,negative,-19.108328435082782,not_recalculated_full_population_unavailable
CB,139023,Amine Aboulfath,clearance_90,positive,24.696457431063664,not_recalculated_full_population_unavailable
CB,139023,Amine Aboulfath,blocks_per_shot,positive,19.70198766417885,not_recalculated_full_population_unavailable
CB,139023,Amine Aboulfath,obv_pass_90,positive,19.307369039039784,not_recalculated_full_population_unavailable
CB,139023,Amine Aboulfath,aerial_ratio,negative,-35.55456443809087,not_recalculated_full_population_unavailable
CB,139023,Amine Aboulfath,ball_recoveries_90,negative,-14.980906370082083,not_recalculated_full_population_unavailable
CB,139023,Amine Aboulfath,op_f3_passes_90,negative,-13.7650810304748,not_recalculated_full_population_unavailable
CB,139556,Bilal El Ouadghiri,obv_pass_90,positive,19.189705639505934,not_recalculated_full_population_unavailable
CB,139556,Bilal El Ouadghiri,obv_defensive_action_90,positive,18.308574515487784,not_recalculated_full_population_unavailable
CB,139556,Bilal El Ouadghiri,aerial_ratio,positive,10.494152139175291,not_recalculated_full_population_unavailable
CB,139556,Bilal El Ouadghiri,interceptions_90,negative,-45.56310120691897,not_recalculated_full_population_unavailable
CB,139556,Bilal El Ouadghiri,ball_recoveries_90,negative,-8.918498603516518,not_recalculated_full_population_unavailable
CB,139556,Bilal El Ouadghiri,op_xgbuildup_90,negative,-6.995146198911428,not_recalculated_full_population_unavailable
CB,157113,Badr Gaddarine,obv_pass_90,positive,42.99297058279941,not_recalculated_full_population_unavailable
CB,157113,Badr Gaddarine,op_f3_passes_90,positive,39.14681673664557,not_recalculated_full_population_unavailable
CB,157113,Badr Gaddarine,ball_recoveries_90,positive,21.568127154343408,not_recalculated_full_population_unavailable
CB,157113,Badr Gaddarine,aerial_ratio,negative,-38.183853193844215,not_recalculated_full_population_unavailable
CB,157113,Badr Gaddarine,op_xgbuildup_90,negative,-32.320832002952315,not_recalculated_full_population_unavailable
CB,157113,Badr Gaddarine,clearance_90,negative,-26.23779864796982,not_recalculated_full_population_unavailable
CB,202502,Soulaimane El Amrani,obv_defensive_action_90,positive,59.75703339129995,not_recalculated_full_population_unavailable
CB,202502,Soulaimane El Amrani,blocks_per_shot,positive,36.116941946094165,not_recalculated_full_population_unavailable
CB,202502,Soulaimane El Amrani,aerial_ratio,positive,3.5580984187958293,not_recalculated_full_population_unavailable
CB,202502,Soulaimane El Amrani,obv_pass_90,negative,-34.60905337006509,not_recalculated_full_population_unavailable
CB,202502,Soulaimane El Amrani,op_f3_passes_90,negative,-23.07059183160355,not_recalculated_full_population_unavailable
CB,202502,Soulaimane El Amrani,op_xgbuildup_90,negative,-20.142619571672157,not_recalculated_full_population_unavailable
CB,313283,Tahar Ahmed Madeira El Khalej,blocks_per_shot,positive,37.41957161775529,not_recalculated_full_population_unavailable
CB,313283,Tahar Ahmed Madeira El Khalej,clearance_90,positive,6.048483689290315,not_recalculated_full_population_unavailable
CB,313283,Tahar Ahmed Madeira El Khalej,aerial_ratio,positive,5.493094917149854,not_recalculated_full_population_unavailable
CB,313283,Tahar Ahmed Madeira El Khalej,interceptions_90,negative,-33.01730540538642,not_recalculated_full_population_unavailable
CB,313283,Tahar Ahmed Madeira El Khalej,op_f3_passes_90,negative,-13.182285541478915,not_recalculated_full_population_unavailable
CB,313283,Tahar Ahmed Madeira El Khalej,op_xgbuildup_90,negative,-5.383033724213348,not_recalculated_full_population_unavailable
CB,314452,Zouhair Marour,op_f3_passes_90,positive,46.71475090391071,not_recalculated_full_population_unavailable
CB,314452,Zouhair Marour,ball_recoveries_90,positive,28.642418321131075,not_recalculated_full_population_unavailable
CB,314452,Zouhair Marour,interceptions_90,positive,7.479893254592021,not_recalculated_full_population_unavailable
CB,314452,Zouhair Marour,clearance_90,negative,-41.74678755762775,not_recalculated_full_population_unavailable
CB,314452,Zouhair Marour,blocks_per_shot,negative,-20.258459811803,not_recalculated_full_population_unavailable
CB,314452,Zouhair Marour,obv_defensive_action_90,negative,-15.664120867449334,not_recalculated_full_population_unavailable
CB,314466,Mohamed Saoud,clearance_90,positive,25.64297394769534,not_recalculated_full_population_unavailable
CB,314466,Mohamed Saoud,ball_recoveries_90,positive,18.057367844279625,not_recalculated_full_population_unavailable
CB,314466,Mohamed Saoud,obv_pass_90,positive,15.9752483444054,not_recalculated_full_population_unavailable
CB,314466,Mohamed Saoud,blocks_per_shot,negative,-33.251256821535435,not_recalculated_full_population_unavailable
CB,314466,Mohamed Saoud,interceptions_90,negative,-17.08230929607941,not_recalculated_full_population_unavailable
CB,314466,Mohamed Saoud,op_xgbuildup_90,negative,-16.82085107479999,not_recalculated_full_population_unavailable
CB,338916,Johnstone Omurwa,clearance_90,positive,48.21752228326618,not_recalculated_full_population_unavailable
CB,338916,Johnstone Omurwa,blocks_per_shot,positive,24.02226111647782,not_recalculated_full_population_unavailable
CB,338916,Johnstone Omurwa,obv_pass_90,positive,18.16151518366432,not_recalculated_full_population_unavailable
CB,338916,Johnstone Omurwa,obv_defensive_action_90,negative,-47.93632387057998,not_recalculated_full_population_unavailable
CB,338916,Johnstone Omurwa,op_f3_passes_90,negative,-44.090170024426136,not_recalculated_full_population_unavailable
CB,338916,Johnstone Omurwa,ball_recoveries_90,negative,-10.664186566181776,not_recalculated_full_population_unavailable
CB,363239,Bilal Soufi,obv_defensive_action_90,positive,47.13768192940719,not_recalculated_full_population_unavailable
CB,363239,Bilal Soufi,clearance_90,positive,24.06075885248412,not_recalculated_full_population_unavailable
CB,363239,Bilal Soufi,blocks_per_shot,positive,23.433650028653997,not_recalculated_full_population_unavailable
CB,363239,Bilal Soufi,interceptions_90,negative,-36.438678318241706,not_recalculated_full_population_unavailable
CB,363239,Bilal Soufi,op_xgbuildup_90,negative,-30.61091679929451,not_recalculated_full_population_unavailable
CB,363239,Bilal Soufi,obv_pass_90,negative,-17.770137518014373,not_recalculated_full_population_unavailable
CB,407555,James Monday Ajako,obv_pass_90,positive,32.218201619535044,not_recalculated_full_population_unavailable
CB,407555,James Monday Ajako,obv_defensive_action_90,positive,22.485128957772567,not_recalculated_full_population_unavailable
CB,407555,James Monday Ajako,ball_recoveries_90,positive,22.36771871662919,not_recalculated_full_population_unavailable
CB,407555,James Monday Ajako,blocks_per_shot,negative,-20.3233385400244,not_recalculated_full_population_unavailable
CB,407555,James Monday Ajako,interceptions_90,negative,-14.7335304826806,not_recalculated_full_population_unavailable
CB,407555,James Monday Ajako,op_f3_passes_90,negative,-13.745899585536272,not_recalculated_full_population_unavailable
CB,409303,Faraji Karmoune,ball_recoveries_90,positive,41.38975784093072,not_recalculated_full_population_unavailable
CB,409303,Faraji Karmoune,obv_pass_90,positive,39.5435257427416,not_recalculated_full_population_unavailable
CB,409303,Faraji Karmoune,clearance_90,positive,26.005142456315333,not_recalculated_full_population_unavailable
CB,409303,Faraji Karmoune,aerial_ratio,negative,-58.61024215906928,not_recalculated_full_population_unavailable
CB,409303,Faraji Karmoune,blocks_per_shot,negative,-40.15494386601537,not_recalculated_full_population_unavailable
CB,409303,Faraji Karmoune,op_f3_passes_90,negative,-23.994857543684667,not_recalculated_full_population_unavailable
CB,419744,Driss El Jabali,clearance_90,positive,39.7425872087435,not_recalculated_full_population_unavailable
CB,419744,Driss El Jabali,interceptions_90,positive,18.020372479516425,not_recalculated_full_population_unavailable
CB,419744,Driss El Jabali,op_xgbuildup_90,positive,3.9779581850353978,not_recalculated_full_population_unavailable
CB,419744,Driss El Jabali,aerial_ratio,negative,-34.364182635042255,not_recalculated_full_population_unavailable
CB,419744,Driss El Jabali,obv_pass_90,negative,-17.118438051684606,not_recalculated_full_population_unavailable
CB,419744,Driss El Jabali,blocks_per_shot,negative,-10.86572851155558,not_recalculated_full_population_unavailable
CB,442093,Yassine Fatine,obv_defensive_action_90,positive,65.80181694312171,not_recalculated_full_population_unavailable
CB,442093,Yassine Fatine,blocks_per_shot,positive,11.876018841309786,not_recalculated_full_population_unavailable
CB,442093,Yassine Fatine,interceptions_90,positive,10.532002291505576,not_recalculated_full_population_unavailable
CB,442093,Yassine Fatine,aerial_ratio,negative,-34.1981830568783,not_recalculated_full_population_unavailable
CB,442093,Yassine Fatine,ball_recoveries_90,negative,-24.042850738359697,not_recalculated_full_population_unavailable
CB,442093,Yassine Fatine,op_xgbuildup_90,negative,-22.48619719482568,not_recalculated_full_population_unavailable
CB,477678,Cheick Keita,aerial_ratio,positive,42.48563741271892,not_recalculated_full_population_unavailable
CB,477678,Cheick Keita,clearance_90,positive,41.58074181939856,not_recalculated_full_population_unavailable
CB,477678,Cheick Keita,ball_recoveries_90,positive,29.528507844570072,not_recalculated_full_population_unavailable
CB,477678,Cheick Keita,op_f3_passes_90,negative,-39.188488949832205,not_recalculated_full_population_unavailable
CB,477678,Cheick Keita,obv_pass_90,negative,-34.84863107384695,not_recalculated_full_population_unavailable
CB,477678,Cheick Keita,op_xgbuildup_90,negative,-18.485302520540696,not_recalculated_full_population_unavailable
CB,523290,Achraf Zine,blocks_per_shot,positive,32.410956057440984,not_recalculated_full_population_unavailable
CB,523290,Achraf Zine,op_f3_passes_90,positive,23.159709484792685,not_recalculated_full_population_unavailable
CB,523290,Achraf Zine,interceptions_90,positive,15.11489089134298,not_recalculated_full_population_unavailable
CB,523290,Achraf Zine,obv_defensive_action_90,negative,-24.413533069112315,not_recalculated_full_population_unavailable
CB,523290,Achraf Zine,aerial_ratio,negative,-22.699481934687142,not_recalculated_full_population_unavailable
CB,523290,Achraf Zine,obv_pass_90,negative,-13.8279285135673,not_recalculated_full_population_unavailable
CB,524512,Reda Ait Boughima,clearance_90,positive,32.689287045117794,not_recalculated_full_population_unavailable
CB,524512,Reda Ait Boughima,ball_recoveries_90,positive,22.8488018611334,not_recalculated_full_population_unavailable
CB,524512,Reda Ait Boughima,aerial_ratio,positive,16.419967486944344,not_recalculated_full_population_unavailable
CB,524512,Reda Ait Boughima,interceptions_90,negative,-44.85758509777306,not_recalculated_full_population_unavailable
CB,524512,Reda Ait Boughima,op_xgbuildup_90,negative,-14.836513989589058,not_recalculated_full_population_unavailable
CB,524512,Reda Ait Boughima,obv_defensive_action_90,negative,-10.133588033785216,not_recalculated_full_population_unavailable
CF,3319,Yacine Bammou,aerial_wins_90,positive,45.90183923387126,not_recalculated_full_population_unavailable
CF,3319,Yacine Bammou,aerial_ratio,positive,27.16436656248824,not_recalculated_full_population_unavailable
CF,3319,Yacine Bammou,np_shots_90,positive,12.561218741658216,not_recalculated_full_population_unavailable
CF,3319,Yacine Bammou,op_xgchain_90,negative,-34.30326754686638,not_recalculated_full_population_unavailable
CF,3319,Yacine Bammou,np_xg_90,negative,-22.951020547602784,not_recalculated_full_population_unavailable
CF,3319,Yacine Bammou,goals_90,negative,-18.14350832489001,not_recalculated_full_population_unavailable
CF,38423,Siriki Sanogo,aerial_ratio,positive,78.16195725572243,not_recalculated_full_population_unavailable
CF,38423,Siriki Sanogo,aerial_wins_90,positive,31.028256465665397,not_recalculated_full_population_unavailable
CF,38423,Siriki Sanogo,np_xg_90,positive,-21.83804274427757,not_recalculated_full_population_unavailable
CF,38423,Siriki Sanogo,np_xg_90,negative,-21.83804274427757,not_recalculated_full_population_unavailable
CF,38423,Siriki Sanogo,goals_90,negative,-21.83804274427757,not_recalculated_full_population_unavailable
CF,38423,Siriki Sanogo,np_shots_90,negative,-21.83804274427757,not_recalculated_full_population_unavailable
CF,138876,Hamza Khaba,op_passes_into_and_touches_inside_box_90,positive,29.24743808683266,not_recalculated_full_population_unavailable
CF,138876,Hamza Khaba,op_xgchain_90,positive,29.24743808683266,not_recalculated_full_population_unavailable
CF,138876,Hamza Khaba,aerial_wins_90,positive,-1.3491385558253484,not_recalculated_full_population_unavailable
CF,138876,Hamza Khaba,goals_90,negative,-33.34533301234607,not_recalculated_full_population_unavailable
CF,138876,Hamza Khaba,aerial_ratio,negative,-16.062802534460936,not_recalculated_full_population_unavailable
CF,138876,Hamza Khaba,np_shots_90,negative,-4.934672336344107,not_recalculated_full_population_unavailable
CF,139566,Youssef Elfahli,aerial_ratio,positive,17.672466601175124,not_recalculated_full_population_unavailable
CF,139566,Youssef Elfahli,op_xgchain_90,positive,17.481804338039147,not_recalculated_full_population_unavailable
CF,139566,Youssef Elfahli,goals_90,positive,11.28811566915538,not_recalculated_full_population_unavailable
CF,139566,Youssef Elfahli,np_shots_90,negative,-32.18112030622736,not_recalculated_full_population_unavailable
CF,139566,Youssef Elfahli,aerial_wins_90,negative,-22.279856316491696,not_recalculated_full_population_unavailable
CF,139566,Youssef Elfahli,op_passes_into_and_touches_inside_box_90,negative,0.2614891872320513,not_recalculated_full_population_unavailable
CF,140867,Ismail Khafi,op_passes_into_and_touches_inside_box_90,positive,14.895278210931744,not_recalculated_full_population_unavailable
CF,140867,Ismail Khafi,np_xg_90,positive,11.642609683175571,not_recalculated_full_population_unavailable
CF,140867,Ismail Khafi,aerial_ratio,positive,1.3122170764098655,not_recalculated_full_population_unavailable
CF,140867,Ismail Khafi,aerial_wins_90,negative,-16.44095879494955,not_recalculated_full_population_unavailable
CF,140867,Ismail Khafi,goals_90,negative,-8.83637675590699,not_recalculated_full_population_unavailable
CF,140867,Ismail Khafi,op_xgchain_90,negative,-1.784770569605115,not_recalculated_full_population_unavailable
CF,140886,Mustapha Sahd,op_passes_into_and_touches_inside_box_90,positive,23.16017258020358,not_recalculated_full_population_unavailable
CF,140886,Mustapha Sahd,np_shots_90,positive,21.48922777540176,not_recalculated_full_population_unavailable
CF,140886,Mustapha Sahd,np_xg_90,positive,20.52517966302682,not_recalculated_full_population_unavailable
CF,140886,Mustapha Sahd,goals_90,negative,-27.36023018585609,not_recalculated_full_population_unavailable
CF,140886,Mustapha Sahd,aerial_ratio,negative,-26.75938259207706,not_recalculated_full_population_unavailable
CF,140886,Mustapha Sahd,op_xgchain_90,negative,-8.082808000556199,not_recalculated_full_population_unavailable
CF,140887,Haytham El Bahja,op_passes_into_and_touches_inside_box_90,positive,9.105226537783956,not_recalculated_full_population_unavailable
CF,140887,Haytham El Bahja,np_xg_90,positive,8.654029661985568,not_recalculated_full_population_unavailable
CF,140887,Haytham El Bahja,aerial_ratio,positive,6.159584792440938,not_recalculated_full_population_unavailable
CF,140887,Haytham El Bahja,aerial_wins_90,negative,-26.083151586088032,not_recalculated_full_population_unavailable
CF,140887,Haytham El Bahja,goals_90,negative,-1.4067859423347926,not_recalculated_full_population_unavailable
CF,140887,Haytham El Bahja,np_shots_90,negative,-1.162482949637436,not_recalculated_full_population_unavailable
CF,143504,Oussama Lamlaoui,np_xg_90,positive,35.40993847728318,not_recalculated_full_population_unavailable
CF,143504,Oussama Lamlaoui,np_shots_90,positive,35.40993847728318,not_recalculated_full_population_unavailable
CF,143504,Oussama Lamlaoui,goals_90,positive,30.19436829618722,not_recalculated_full_population_unavailable
CF,143504,Oussama Lamlaoui,aerial_wins_90,negative,-64.59006152271682,not_recalculated_full_population_unavailable
CF,143504,Oussama Lamlaoui,aerial_ratio,negative,-55.28349801365324,not_recalculated_full_population_unavailable
CF,143504,Oussama Lamlaoui,op_xgchain_90,negative,5.1202846255902585,not_recalculated_full_population_unavailable
CF,155347,Ayoub Mouloua,op_xgchain_90,positive,9.77269791151938,not_recalculated_full_population_unavailable
CF,155347,Ayoub Mouloua,op_passes_into_and_touches_inside_box_90,positive,7.321775487646789,not_recalculated_full_population_unavailable
CF,155347,Ayoub Mouloua,np_xg_90,positive,3.985354017783102,not_recalculated_full_population_unavailable
CF,155347,Ayoub Mouloua,aerial_ratio,negative,-12.526581191757865,not_recalculated_full_population_unavailable
CF,155347,Ayoub Mouloua,goals_90,negative,-4.881438481223938,not_recalculated_full_population_unavailable
CF,155347,Ayoub Mouloua,np_shots_90,negative,-2.9421849052906666,not_recalculated_full_population_unavailable
CF,155705,Soufiane Benjdida,goals_90,positive,38.09807232710868,not_recalculated_full_population_unavailable
CF,155705,Soufiane Benjdida,np_shots_90,positive,38.09807232710868,not_recalculated_full_population_unavailable
CF,155705,Soufiane Benjdida,np_xg_90,positive,23.879980880827706,not_recalculated_full_population_unavailable
CF,155705,Soufiane Benjdida,aerial_wins_90,negative,-47.77391575904002,not_recalculated_full_population_unavailable
CF,155705,Soufiane Benjdida,aerial_ratio,negative,-44.3241724140412,not_recalculated_full_population_unavailable
CF,155705,Soufiane Benjdida,op_passes_into_and_touches_inside_box_90,negative,-4.329842958856695,not_recalculated_full_population_unavailable
CF,312936,Hamza Hannouri,goals_90,positive,9.194647024438602,not_recalculated_full_population_unavailable
CF,312936,Hamza Hannouri,aerial_wins_90,positive,8.45307647423953,not_recalculated_full_population_unavailable
CF,312936,Hamza Hannouri,np_xg_90,positive,4.249684745267196,not_recalculated_full_population_unavailable
CF,312936,Hamza Hannouri,np_shots_90,negative,-23.53576153082196,not_recalculated_full_population_unavailable
